user_name,user_location,user_followers,user_friends,user_verified,date,text,hashtags,source,language,is_retweet
Gay Palace,Rotterdam,393,414,False,2021-04-30 05:58:43,"GSTV. Glas. Plas.
Dictator @markrutte blijft zitten waar hij zat.
Gefeliciteerd @vvd @D66 @cdavandaag @christenunie.
#toeslagenaffaire  https://t.co/Rp6Xx9o5yQ",,Twitter for Android,nl,False
Martin Madern,The Hague Area,1209,2471,False,2021-04-30 05:54:17,"Haha, prachtige samenvatting van cartoonist Tom Janssen! 😉🙄👍🏻#notulendebat #formatie2021 #bestuurscultuur #tegenmacht #toeslagenaffaire #teamomtzigt https://t.co/qGHBPPtpY6","['notulendebat', 'formatie2021', 'bestuurscultuur']",Twitter for iPhone,nl,False
Kritische Patriot,,801,788,False,2021-04-30 05:52:25,Zoals verwacht alle #moties weggestemd in het #notulendebat. Men put uit het debat vertrouwen voor #formatie. Compensatie voor de #toeslagenaffaire op geen stukken na gehaald. #Rutte4 kan gemaakt en de burger bek houden en belasting betalen. Een droeve ochtend.,"['moties', 'notulendebat', 'formatie']",Twitter for Android,nl,False
Ed Roodbeen,"Amsterdam, Nederland",3657,3468,False,2021-04-30 05:43:47,"De #oppositie brult en attaqueert in het #notulendebat, de gehoorzame, afgerichte, onderdanige, gemuilkorfde, schaapachtige, onderworpen, bedrieglijke #coalitiefracties blaten met het #kabinet mee #stemvee #kadaverdiscipline #toeslagenaffaire  https://t.co/kH00xYfBXN","['oppositie', 'notulendebat']",Twitter for iPhone,nl,False
Dick,,75,170,False,2021-04-30 05:43:39,"Wat een ravage @SylvanaBIJ1 in de overheid @MinPres maar wat een mooie maidenspeech!

#toeslagenaffaire 
#aardbevingen Groningen
#Politie 
#UWV 
#IND 
#daklozen 
#jeugdzorg 
#pensioen
#zorgkosten 
#participatiewet 
#eerlijkelonen 
#zelfmoorden - het licht uit doen https://t.co/5pG2CjE39D",['toeslagenaffaire'],Twitter for iPhone,nl,False
ODRAC!R,Nederland,133,622,False,2021-04-30 05:42:27,"ONDER DE GORDEL

Van Donald #Trump hielden de media in de VS precies bij hoeveel leugens hij vertelde. 

Wat zegt dat over de media in ons land? 

#Rutte #notulendebat #toeslagenaffaire #rutteleugenaar  #kabinet #ministerraad #media",['Trump'],Twitter Web App,nl,False
Danny Koppen,"Leuken, Weert",155,191,False,2021-04-30 05:40:00,"#notulendebat, een debat voor de bühne.. “kritische” vragen stellen vd #coalitiepartijen maar wederom een middelvinger naar de ouders in de #toeslagenaffaire , naar @PieterOmtzigt en naar de #democratie in NL #stemzeweg . Wat moet je hier nog mee @geertwilderspvv @WybrenvanHaga","['notulendebat', 'coalitiepartijen']",Twitter for iPhone,nl,False
Sandra Stork,,1644,1250,False,2021-04-30 05:37:25,"Voor mensen die in de ellende zitten, het zijn veel meer zaken dan de #toeslagenaffaire     en dan de ellende waarvan veel mensen niet eens snappen dat ze er in zitten, maar de programma's  draaien gewoon door  oa de ambtelijke molens https://t.co/Z1Hssj6hUs",['toeslagenaffaire'],Twitter for Android,nl,False
krekel,,38,1216,False,2021-04-30 05:36:02,Als de toeslagenaffaire iets heeft aangetoond dan is het wel dat de kloof tussen wetgever en uitvoeringsdienst te groot is geworden. Ollongren’s oplossing? De kloof nog groter maken! Wie zijn deze mensen? #D66 #notulendebat #toeslagenaffaire,,Echofon,nl,False
Metallifan,"Het Bildt, Friesland",394,370,False,2021-04-30 05:35:38,"Rutte en beloftes , je weet bij voorbaat al dat hij die NIET gaat nakomen. En weer vind een groot deel van de tweede kamer dat prima. #toeslagenaffaire #notulendebat https://t.co/Y50gxLZhio",,Twitter Web App,nl,False
Dennis Hofsté,Enschede Holland,110,230,False,2021-04-30 05:34:37,"Er zal wel een extra flesje open getrokken worden tijdens de komende ministerraad. Uiteraard worden de bitterballen niet vergeten.
Weer wordt geaccepteerd dat er met de gewone burger gespeeld wordt. Wie beschermd wie nou eigenlijk? #notulendebat #toeslagenaffaire #notulengate",,Twitter for Android,nl,False
Henk Molenaars,"Arnhem, Nederland",1217,4216,False,2021-04-30 05:31:10,"“Hier scheiden onze wegen” en nieuw leiderschap blijven een grote fopneus. Arme #Omtzigt en ouders #toeslagenaffaire. 

Oppositie keurt handelen kabinet af, geen meerderheid moties https://t.co/x4b1zsfpfK",['Omtzigt'],Twitter for iPhone,nl,False
ODRAC!R,Nederland,133,622,False,2021-04-30 05:29:42,"MINDFUCK

Rutte had graag gezien dat Pieter de #toeslagenaffaire #Klein had gehouden.

#kamerlid #journalist #rtlnieuws  #doofpot #notulendebat #ministerraad","['toeslagenaffaire', 'Klein', 'kamerlid', 'journalist']",Twitter Web App,nl,False
WytzeVisser,"Leeuwarden, Nederland",84,715,False,2021-04-30 05:29:36,Het schrijnende van het #notulendebat en de #toeslagenaffaire is dat het bij de afgelopen en (ooit) komende verkiezingen geen enkele rol speelt. En het is nog maar helemaal de vraag of meer dualisme cq tegenmacht daadwerkelijk door de kiezer wordt gewaardeerd.,"['notulendebat', 'toeslagenaffaire']",Twitter for iPhone,nl,False
Matthijs,,86,234,False,2021-04-30 05:23:32,"Uw stem van de #TK2021 was zoveel waard, dat een opgestapte premier #Rutte en zn rovers een #toeslagenaffaire &amp;  #notulengate overleven. Mogen en bedriegen in 'landsbelang', burgers, #experimenteel opsluiten, in een #testsamenleving drukken.
Het is duidelijk, zij mogen niet weg👻","['TK2021', 'Rutte', 'toeslagenaffaire']",Twitter for Android,nl,False
Cath,,252,190,False,2021-04-30 05:18:26,"#notulendebat  #motievanwantrouwen 
aan alle #d66 #cda en #vvd-stemmers. 

Jullie weten dat jullie stem op #kaag #rutte en #hoekstra een dikke middelvinger is naar de slachtoffers van de #toeslagenaffaire en #omtzigt én de gehele #democratie. Jullie staan aan de verkeerde kant!","['notulendebat', 'motievanwantrouwen', 'd66', 'cda', 'vvd', 'kaag']",Twitter Web App,nl,False
ratserel,"EU, netherlands",478,1399,False,2021-04-30 05:15:37,"En hoeveel mensen hebben hun kinderen wel niet te vondeling gelegd, laten adopteren of mss. omgebracht om maar uit de verkeerde handen van de belastingdienst te blijven? #toeslagenaffaire",,Twitter Web App,nl,False
Cath,,252,190,False,2021-04-30 05:11:55,"@jesseklaver @PloumenLilianne @cdavandaag @VVD en @d66 hebben kleur bekend. Ze hebben eigenhandig de #democratie om zeep geholpen én tegelijkertijd de slachtoffers van de #toeslagenaffaire én @PieterOmtzigt  een hele dikke middelvinger gegeven!
#notulendebat 
 #motievanwantrouwen",['democratie'],Twitter Web App,nl,False
Gerald Thus,Utrecht,559,510,False,2021-04-30 05:10:42,"Wilders mag dan nu wel het hoogste woord hebben in dit #notulendebat met #motievanwantrouwen, hij heeft t/m 2020 in stemgedrag vrolijk meegewerkt door de slachtoffers in #toeslagenaffaire te kleineren en heeft ook mede de Fraudewet van Kamp in 2012 door de Kamer heen gejaagd.","['notulendebat', 'motievanwantrouwen']",Twitter Web App,nl,False
Edward Neering,072,796,1768,False,2021-04-30 05:10:39,Wel goed nieuws dat de sociale advocatuur weer nieuwe impuls krijgt!#toeslagendebat #toeslagenaffaire https://t.co/TkklVZqyxN,"['toeslagendebat', 'toeslagenaffaire']",Twitter for iPhone,nl,False
IK,,105,246,False,2021-04-30 05:07:36,Beste @toeslagherstel kan het bezwaar op de afwijzing die ik vandaag of morgen ga ontvangen naar Belastingdienst/Toeslagen in Heerlen of hebben jullie daar een speciale afdeling voor? Cc @RenskeLeijten @F_azarkan #toeslagenaffaire,,Twitter for iPhone,nl,False
Jan Laan,,543,320,False,2021-04-30 05:04:44,NADAT iedereen zijn politieke hachje heeft gered wordt door leden van 2e kamer opgeroepen om EERST slachtoffers #toeslagenaffaire te helpen #notulendebat #notulengate,,Twitter for iPhone,nl,False
IK,,105,246,False,2021-04-30 04:59:42,"Heb ook geen zin meer om boos te zijn. Of verbolgen. Of verdrietig. Na 1,5 jaar wachten en vertrouwen hebben en op de aller aller laatste dag onterecht afgewezen worden. Stop ik er nog 1x energie in &amp; wil ik nu actie en afronden @toeslagherstel #toeslagenaffaire cc @RenskeLeijten",,Twitter for iPhone,nl,False
W.A.Xander,,174,242,False,2021-04-30 04:56:44,#toeslagenaffaire dit vind het demissionaire kartel echt niet erg. Hoe langer geen nieuwe Regering hoe beter voor ze. Macht blijft zoals ie is. https://t.co/N739qv0Zr0,['toeslagenaffaire'],Twitter for Android,nl,False
"Momo (account Momootjem is uit de lucht, censuur)",,1367,840,False,2021-04-30 04:51:33,"Jeugdzorg is kinderhandel, ook in de #toeslagenaffaire #notulendebat https://t.co/lPNqSmeyR8","['toeslagenaffaire', 'notulendebat']",Twitter for Android,nl,False
ThePeet,,87,10,False,2021-04-30 04:47:05,@HalleGdV Luister #rutte4 of #kaag1 komen er niet. #nietmijnregering #notulendebat #toeslagenaffaire,"['rutte4', 'kaag1', 'nietmijnregering', 'notulendebat', 'toeslagenaffaire']",Twitter for Android,nl,False
IK,,105,246,False,2021-04-30 04:45:12,"Wat spijtig is,is dat @AvHuffelen de kamer informeert dat de 1000-den afwijzingen ouders betreft die geen kinderen hebben of teveel verdienen.Waardoor de indruk gewekt wordt, dat het vanaf 1/5 rustig gaat worden. En die ouders uit beeld verdwijnen. #toeslagenaffaire https://t.co/Q3kvfPSkcg",,Twitter for iPhone,nl,False
DownJones,,0,16,False,2021-04-30 04:41:50,Gedroomd over de #toeslagenaffaire en dat alleen omdat ik het debat gevolgd heb. Kan je nagaan hoe gedupeerden zich voelen.,['toeslagenaffaire'],Twitter for iPhone,nl,False
Gert Messelink,Niet,43,77,False,2021-04-30 04:39:35,"Nou een nietszeggende motie over cultuurverandering aangenomen, we deden een plas of zoiets en alles bleef zoals het was. Het pluche wint (rutte, #rutte4)
Is enige wat voor hem telt.
#notulendebat @gertjsegers
#toeslagenaffaire",,Twitter for Android,nl,False
MoreMonkey Biz,Amsterdam,137,281,False,2021-04-30 04:31:42,#nieuweverkiezingen #notulendebat #Ruttedoctrine #Rechtsstaat werkt niet meer. #toeslagenaffaire #Avondklok #RIVM #genoeg #rutteleugenaar #nietmijnregering #wegmetrutte https://t.co/SNJNj5GudP,"['nieuweverkiezingen', 'notulendebat', 'Ruttedoctrine', 'Rechtsstaat', 'toeslagenaffaire', 'Avondklok', 'RIVM']",Twitter for iPad,nl,False
Dick,,75,170,False,2021-04-30 04:30:12,"@Hanszuidinga1 @RenskeLeijten En @LodewijkA in het bankje en met wat hij over #uwv allemaal verzweeg.

400 verhalen zwartboek UWV en niets mee gedaan.

Lees wat heer Asscher schreef juli 2014.
Zelfde patroon #toeslagenaffaire Noodkreten burgers in de wind slaan 😢

 https://t.co/RS1gNMCeMk",['uwv'],Twitter for iPhone,nl,False
IK,,105,246,False,2021-04-30 04:30:09,Denk dan nog even aan de motie van alle kamerleden cc @RenskeLeijten @F_azarkan #toeslagenaffaire,['toeslagenaffaire'],Twitter for iPhone,nl,False
Jan Laan,,543,320,False,2021-04-30 04:29:25,"Onze democratie: Aantoonbaar informatie achterhouden, kritische kamerleden tegenwerken en erover liegen. Politici weigeren consequenties te trekken en is dat bestuurlijke vernieuwing? Waarom ooit nog opstappen @PvdA @groenlinks #JA21 ? #notulengate #notulendebat #toeslagenaffaire",,Twitter for iPhone,nl,False
IK,,105,246,False,2021-04-30 04:28:56,Nu heb ik net als @MinPres bij grote organisaties gewerkt. Maar als je informatie niet correct is @AvHuffelen dan kun je je organisatie ook niet gereed maken voor wat nog moet komen. Als u denkt dat de 1000-den afwijzingsbrieven terecht zijn. En the job done. #toeslagenaffaire,,Twitter for iPhone,nl,False
NotNOSnotVRT,"Davos, Switzerland",286,673,False,2021-04-30 04:27:51,@Groeneveld65 Deze club mensen.. #toeslagenaffaire https://t.co/JtivpifUiV,['toeslagenaffaire'],Twitter for iPhone,nl,False
IK,,105,246,False,2021-04-30 04:25:37,Procedurele afwijzing die de ouders ontvangen is geen afwijzing maar een status update van hun reis naar erkenning &amp; heling. En gisteren in de kamer was de procedurele afwijzing ineens een afwijzing voor “ouders zonder kinderen of die teveel hadden verdiend”. #toeslagenaffaire,,Twitter for iPhone,nl,False
Peter Koudstaal,The Hague,13,38,False,2021-04-30 04:22:37,Wat tijdens het #notulendebat met name opviel is het goede geheugen van Rutte. In een paar weken tijd zo van z’n ‘Alzheimer light’ af! Medische wonderen bestáán dus! #Rutte #geheugen #toeslagenaffaire #notulengate #achterkamertjespolitiek,['notulendebat'],Twitter for iPhone,nl,False
D@@ntje,Nederland,34,141,False,2021-04-30 04:19:23,Wat een vertoning het #notulendebat. Wat is dit zonde van de tijd geweest.. Dit zou dan het voorbeed moeten zijn van de nieuwe bedrijfscultuur. Ik weet niet of wel daar wel zo blij mee moeten zijn #nieuwtheater #thestreamers #hachje #toeslagenaffaire #showtime,['notulendebat'],Twitter for iPhone,nl,False
Dj Madness,,79,134,False,2021-04-30 04:16:45,Toch bizar dat ze in den Haag zich niet heel schuldig voelen #toeslagenaffaire,['toeslagenaffaire'],Twitter for Android,nl,False
Dick,,75,170,False,2021-04-30 04:13:07,"Een lichte toets is dat hetzelfde @AvHuffelen #toeslagenaffaire dan een burger die door #uwv aan de @CentraleRaad in evident document bewust en opzettelijk werd weggeschreven met #fraude belastingdienst JA? 

Wat doet men in dit land aan burgers? 
UWV fraudeerde zelf @wkoolmees https://t.co/IfYmc5Ug6n","['toeslagenaffaire', 'uwv']",Twitter for iPhone,nl,False
missmica,,140,67,False,2021-04-30 04:10:32,"Blijkt nu dus toch waar te zijn. Mensen worden doorgeschoven uit tijdgebrek. Is de belastingdienst jouw bewijsstukken kwijt? Dan heb je dus niet gereageerd volgens de bd en heb je geen recht op de Catshuisregeling (€30.000). Het gaat maar door....

#toeslagenaffaire https://t.co/d5nlfgd5lH",,Twitter for iPhone,nl,False
NdK,Dordrecht,418,835,False,2021-04-30 04:09:30,"Ouders en kinderen van de #toeslagenaffaire die wachten op rechtvaardigheid en een snelle oplossing!
#notulendebat https://t.co/Hhv1zx1SdZ","['toeslagenaffaire', 'notulendebat']",Twitter for Android,nl,False
IK,,105,246,False,2021-04-30 03:14:05,"Hartelijk dank @RenskeLeijten @F_azarkan namens alle ouders die vandaag de brief in de brievenbus krijgen. De afwijzing, die geen afwijzing is. Maar een status update van onze reis naar erkenning en heling. Mijn reis duurt al 1,5 jaar. Laat deze reis stoppen! #toeslagenaffaire https://t.co/b80TtfC10z",,Twitter for iPhone,nl,False
Trending Topics Nederland,Nederland,7344,8079,False,2021-04-30 03:00:02,toeslagenaffaire is nr.10 trending hashtag in NL in afgelopen 4 uur. https://t.co/yhCMN9h3Am #toeslagenaffaire,['toeslagenaffaire'],Trending Topics Nederland,nl,False
Panadera,"Amsterdam, Nederland",305,1724,False,2021-04-30 02:25:15,"En de firma list &amp; bedrog kan gewoon weer door. Mijn vertrouwen was al 0 maar inmiddels 0,0000000. Ik heb het zo te doen met de gedupeerden vd #toeslagenaffaire  en zie de volgende affaire al aankomen: de corona gedupeerden #motievanwantrouwen",,Twitter for Android,nl,False
Gewoon Normaal Doen,"Amsterdam, Nederland",92,41,False,2021-04-30 02:16:33,Kan het volk er niet voor zorgen dat @MinPres en zijn boevenkabinet opstappen? Just asking... #motievanwantrouwen #notulendebat #Omtzigt #toeslagenaffaire,['motievanwantrouwen'],Twitter for iPhone,nl,False
Zih Nyet,,3,36,False,2021-04-30 02:13:42,"@NOS Media maakt je of breekt je!

“Aangegrepen” #Rutte en co slachtoffers van de zoektocht naar gerechtigheid van gedupeerden...

Het verklaart ook het ‘therapeutisch’ denken in de media: o.a. #Toeslagenaffaire in plaats van #toeslagenschandaal!

#notulengate #notulendebat #MediaBias https://t.co/82oXKPBfiR",['Rutte'],Twitter Web App,nl,False
Sandra,,8,13,False,2021-04-30 01:58:20,"Nou dat hebben ze toch weer voor elkaar. Dit doet het vertrouwen in de overheid niet echt goed.
Had de oppositie wat feller  verwacht tegen fack K @RenskeLeijten @F_azarkan 
Na 12 uur debat 8 jaar terug geleden in de tijd.
#toeslagenaffaire
#notulendebat #kiekeboepolitiek https://t.co/sCrXSEzY4H",,Twitter for Android,nl,False
Tjeerd Streekstra,,244,335,False,2021-04-30 01:39:51,"Wat een schande. Wat een schande. Een dag te laat je BTW betaald als ondernemer en je krijgt een boete. 

#coronadebat #toeslagenaffaire

https://t.co/p2l3srCRLL https://t.co/53mgtkixVo",,Twitter for Android,nl,False
Pils_van_Oranje_Nasi,,810,1667,False,2021-04-30 01:21:41,"De samenvatting van een dag #muppetshow in 1 lied!

#notulendebat #toeslagenaffaire #toeslagendebat

https://t.co/SxVrm8xCJz","['muppetshow', 'notulendebat', 'toeslagenaffaire', 'toeslagendebat']",Twitter Web App,nl,False
Sunshine Peter,,549,759,False,2021-04-30 01:13:03,@NuchtereDe @F_azarkan De slachtoffers van de #toeslagenaffaire komen voor een groot deel uit zijn achterban.,['toeslagenaffaire'],Twitter for Android,nl,False
Victor Huizinga,"Eindhoven, the Netherlands",166,312,False,2021-04-30 01:07:37,Je kan zeggen wat je wil. Maar ze hebben bij de #toeslagenaffaire ook heel wat toeslagmisbruikers weten te raken. Maar daar hoor je dan weer niks over.,['toeslagenaffaire'],Twitter Web App,nl,False
Lizzy,,19,176,False,2021-04-30 01:02:54,"Ik moet ff na gaan denken hoe ik mijn dochter door haar examen maatschappijkunde ( criminaliteit en politiek, democratie) heen krijg want op dit zie ik het verschil niet echt scherp meer,  maar het is al laat mss morgen weer  #notulendebat #toeslagenaffaire",,Twitter for Android,nl,False
Trending Topics Nederland,Nederland,7344,8079,False,2021-04-30 01:00:02,toeslagenaffaire is nr.8 trending hashtag in NL in afgelopen 2 uur. https://t.co/yhCMN9h3Am #toeslagenaffaire,['toeslagenaffaire'],Trending Topics Nederland,nl,False
Heerenveen0513,,2,7,False,2021-04-30 00:50:40,De Firma: List en bedrog mag gewoon blijven zitten na het hele land en de Tweede Kamer te hebben voorgelogen.. DIT LAND IS GEK! Ik schaam mij verrot na vannacht! #notulengate #notulendebat #toeslagenaffaire #rutte4,,Twitter for Android,nl,False
Lizzy,,19,176,False,2021-04-30 00:48:32,"Je kunt dus wel een fieldlab opzetten maar de slachtoffers van #toeslagenaffaire niet compenseren met het beloofde geld? Ergens klopt iets niet...
Fieldlap is geen wetenschappelijk onderzoek want testen achteraf niet verplicht het is een gedragsonderzoek.",['toeslagenaffaire'],Twitter for Android,nl,False
Heerenveen0513,,2,7,False,2021-04-30 00:45:36,Zijn er nog andere manieren om deze staatsgekken veroordeeld te krijgen en uit de kamer kunnen krijgen? #Rutte #Kaag #Hoekstra #Ollongren #Koolmees  #notulengate #notulendebat #toeslagenaffaire #,['Rutte'],Twitter for Android,nl,False
HansG,Netherlands,554,703,False,2021-04-30 00:43:38,"Oke we krijgen dus #rutte4 mede dankzij #groenlinks #pvda Zal nog wel even duren, stof moet neerdalen etc. #rutte #vvd zag het goed. Geharnast in de strijd, wat hij eerder deed, en bluft wederom linkse oppositie terug het hok in. #notulendebat #toeslagenaffaire #bedtijd","['rutte4', 'groenlinks', 'pvda', 'rutte']",Twitter Web App,nl,False
THERRY Dominique,"Roosendaal,NL",13,80,False,2021-04-30 00:43:37,Eerlijkheid #tweedekamer #toeslagenaffaire #notulenministerraad #notulen. #jesse voor vrijgeven van notulen. Zoveel JUDASSEN ! https://t.co/EhLDy8jujE,"['tweedekamer', 'toeslagenaffaire', 'notulenministerraad', 'notulen', 'jesse']",Twitter for Android,nl,False
Thomas,Amsterdam,182,224,False,2021-04-30 00:43:07,"We zitten in een crisis ... nog steeds toch? En dan gaan we ipv regeren, aanpakken, handelen ... een hele dag met elkaar in debat - en dan ... dan blijft alles zoals het was!

#notulengate
#toeslagenaffaire 
 #notulendebat",,Twitter for iPhone,nl,False
Mich Valentijn,Nederland - Venezuela - Syria,5255,3774,False,2021-04-30 00:41:00,Waren er net 17 kamerleden niet aanwezig bij de hoofdelijke stemmingen? #toeslagenaffaire,['toeslagenaffaire'],Twitter for Android,nl,False
Esther Hereijgers,Breda,510,973,False,2021-04-30 00:39:51,"ZO benieuwd wat moties voor uitslag hadden gehad als niet zijzelf, maar ""het volk"" had mogen stemmen.
Maar ja 🤷🏻‍♀️referendum foetsie hè.
#toeslagenaffaire #notulen",,Twitter for Android,nl,False
Vagabond,,5,26,False,2021-04-30 00:39:03,"Rutte de kakkerlak is er weer mee weggekomen, niet te geloven dit... #Ruttedoctrine #notulengate #notulendebat #tweedekamer #toeslagendebat #toeslagenaffaire","['Ruttedoctrine', 'notulengate', 'notulendebat']",Twitter for Android,nl,False
Sannnn_e🧚,,1,1,False,2021-04-30 00:38:59,"bye bye democratie, wat een blamage #toeslagenaffaire #toeslagenschandaal","['toeslagenaffaire', 'toeslagenschandaal']",Twitter for iPhone,nl,False
Lynn,"Súdwest Fryslân, Nederland",301,313,False,2021-04-30 00:38:14,"Wederom motie wantrouwen verworpen. 

Oke doei! 👋🏻

#toeslagenaffaire #DEBAT","['toeslagenaffaire', 'DEBAT']",Twitter for iPhone,nl,False
ikbeneenklant,,24,180,False,2021-04-30 00:38:08,Echt kudde gedrag #toeslagenaffaire met de stemmingen,['toeslagenaffaire'],Twitter Web App,nl,False
Vagabond,,5,26,False,2021-04-30 00:37:57,"Oké Nederland. Zoals we zien lukt het de #tweedekamer niet om de liegende en onbekwame kabinet weg te sturen. Laten wij, als volk, die handel aanpakken. De straten opgaan en demonstreren! #notulengate #notulendebat #toeslagendebat #toeslagenaffaire #Ruttedoctrine",['tweedekamer'],Twitter for Android,nl,False
Pascal van Gorkum,,6,19,False,2021-04-30 00:35:39,"Ik hoorde eigenlijk niets over @HelmaloddersVVD die optrok met @PieterOmtzigt en @RenskeLeijten in de #toeslagenaffaire. Je weet wel, die na een gesprek met @markrutte niet meer zichtbaar was. Kennelijk heel normaal.",,Twitter for Android,nl,False
ZWARTEAAP,,542,851,False,2021-04-30 00:34:08,"Je gaat de banenenmonarchie pas zien als je het door hebt!

#toeslagenaffaire #coronazwendel #demmink #mh17 #groningen etc. etc..
#corruptepolitiek #notulendebat","['toeslagenaffaire', 'coronazwendel', 'demmink', 'mh17']",Twitter Web App,nl,False
HansG,Netherlands,554,703,False,2021-04-30 00:34:07,Had de @2eKamertweets eindelijk munitie in handen om te doen wat juist is en recht doet aan slachtoffers. Nope we doen wat politiek gewenst is.En dat is nu precies die vermaledijde bestuurscultuur #groenlinks #pvda schaam je  #notulendebat #toeslagenaffaire,,Twitter Web App,nl,False
MinimaKinderen053,"Enschede, Twente",2127,2175,False,2021-04-30 00:33:33,2/2 En wellicht tientallen lokale en provinciale #CDA-fracties opeens doen verdwijnen. #notulendebat #toeslagenaffaire #toeslagenschandaal,"['CDA', 'notulendebat', 'toeslagenaffaire', 'toeslagenschandaal']",Twitter for Android,nl,False
Ik voel ongemak,Amsterdam,4165,3427,False,2021-04-30 00:31:23,@denz2021 Nou #toeslagenaffaire is nog lang niet afgelopen. Daar komt dus publiciteit uit voort dat zij wel voor de slachtoffers als rechtsstaat opkomen. Ipv doekjes voor het bloeden. Verder is er kans dat er al snel weer verkiezingen zijn.,['toeslagenaffaire'],Twitter for Android,nl,False
THERRY Dominique,"Roosendaal,NL",13,80,False,2021-04-30 00:31:22,"GROEP 3 # Moties.
#toeslagenaffaire #notulenministerraad #notulen #NL #Motie achterlieten van info. WILDERS VOOR.
#atzakan tegen afkeuren SENSIBILISEREN.
#motievanderplas over appreciatie van moties.TEGEN.","['toeslagenaffaire', 'notulenministerraad', 'notulen', 'NL', 'Motie']",Twitter for Android,nl,False
MinimaKinderen053,"Enschede, Twente",2127,2175,False,2021-04-30 00:29:08,Het zou een stunt zijn als @PieterOmtzigt na de formatie uit de @cdavandaag-fractie stapt en een eigen partij begint en dat een aantal leden uit de coalitiepartijen hem volgt. Hetgeen zorgt voor meerderheid v/d oppositie  #notulendebat #toeslagenaffaire #toeslagenschandaal,,Twitter for Android,nl,False
Vagabond,,5,26,False,2021-04-30 00:29:03,"GL, PVDA EN VOLT STEMMMEN TEGEN DE MOTIE VAN WANTROUWEN WTF?! Maanden lang zeuren over de #Ruttedoctrine en nu je de kans krijgt om die leugenaars weg te knikkeren stemmen ze tegen. Wat een poppenkast jezus... #notulengate #notulendebat #toeslagendebat #toeslagenaffaire",['Ruttedoctrine'],Twitter for Android,nl,False
Bennie Doorsnee 🕳,,113,0,False,2021-04-30 00:27:07,"Ze namen een glas &amp; deden een plas,
en de #fopdemocratie bleef zoals het was.

 #notulengate #notulendebat #toeslagenaffaire","['fopdemocratie', 'notulengate', 'notulendebat', 'toeslagenaffaire']",Twitter Web App,nl,False
bazachery,Istanbul,184,527,False,2021-04-30 00:26:58,Wat bezielt je als je in dit stadium tégen een motie van AFKEUREN stemt hetgeen nota bene geen directe politieke gevolgen heeft?! Ik kan er met mijn hoofd niet bij. #toeslagendebat  #notulendebat #toeslagenaffaire #motievanwantrouwen,,Twitter for iPhone,nl,False
Stichting Korreljozo,"Salt Lake City, UT",43,0,False,2021-04-30 00:26:30,#notulendebat is trending topic op Twitter. Zullen we dit circus vanaf nu dan ook maar gelijk Tweet de Kamer noemen? #dtv #notulengate #toeslagendebat #toeslagenaffaire #Twitter,['notulendebat'],Twitter for iPhone,nl,False
Sharon Ravenna,"Rotterdam, Nederland",38,65,False,2021-04-30 00:26:27,"@Morris34501119 @thierrybaudet Waar was heel Forum op het moment dat de #toeslagenaffaire echt groots in beeld kwam? Ze schitteren al sinds 2019 van afwezigheid, zeker als het om deze specifieke zaak gaat.. Begint nu wel op te vallen",['toeslagenaffaire'],Twitter for iPhone,nl,False
HansG,Netherlands,554,703,False,2021-04-30 00:26:01,"Je zal maar #omtzigt heten of slachtoffer zijn en dan na dit debat deze stemming zien. Realiserend dat al die jaren van vechten, tot niets heeft geleid behalve dan veel van het zelfde #pvda #groenlinks #notulendebat #toeslagenaffaire",['omtzigt'],Twitter Web App,nl,False
Heerenveen0513,,2,7,False,2021-04-30 00:24:40,Laten we Zondag massaal naar Den Haag gaan om het aftreden van deze staatsgekken van het Kabinet te eisen! Tijd om in opstand te komen! #toeslagenaffaire #toeslagendebat #notulengate #notulendebat,,Twitter for Android,nl,False
OVC 16🇳🇱  #StemPVV,,2602,2466,False,2021-04-30 00:22:28,"#notulen  #notulengate #notulendebat #toeslagenschandaal #toeslagenaffaire #toeslagaffaire 

Als ik die smoel van #Jetten #D66 zo zie, dan weet ik genoeg

#Rutte4 is al in kannen en kruiken","['notulen', 'notulengate', 'notulendebat', 'toeslagenschandaal', 'toeslagenaffaire', 'toeslagaffaire']",Twitter Web App,nl,False
THERRY Dominique,"Roosendaal,NL",13,80,False,2021-04-30 00:22:24,"GROUPE2 #toeslagenaffaire #notulenministerraad #motievanwantrouwen Atzakan #leiten, marijnissen voor.#Atzakan voor afkeuren voor sensibiliseren. #klaver voor.
#vanderplas over appreciatie van moties : Bijna iedereen tegen.","['toeslagenaffaire', 'notulenministerraad', 'motievanwantrouwen', 'leiten', 'Atzakan']",Twitter for Android,nl,False
Willeke Ravenna,Capelle a/d IJssel,412,481,False,2021-04-30 00:19:14,Mag ik het geheugen van @PloumenLilianne even opfrissen omdat haar partij in 2012/2013 de mogelijkheid had om dit hele schandaal te VOORKOMEN?? #toeslagenaffaire #gedupeerdeouders  #klokkenluider,,Twitter for iPhone,nl,False
Fons Øtebrän,Reykjavik,153,12,False,2021-04-30 00:18:08,De motie van wantrouwen tegen het voltallige kabinet wordt natuurlijk weer weggestemd door de kontlikkers in de Tweede Kamer en de collaborateurs van leugenaar #Rutte. #notulendebat #toeslagenaffaire,,Twitter Web App,nl,False
