ImageID,OriginalURL,OriginalLandingURL,XMin,YMin,XMax,YMax,Labels
00005903203677bc,https://c5.staticflickr.com/6/5590/14864523078_90da1581b4_o.jpg,https://www.flickr.com/photos/wwarby/14864523078/,0.0,0.788333,0.999375,0.999167,/m/0wfrc8w
00005903203677bc,https://c5.staticflickr.com/6/5590/14864523078_90da1581b4_o.jpg,https://www.flickr.com/photos/wwarby/14864523078/,0.0,0.046667,0.944375,0.958333,/m/0wfrc8w
000219dc8e0607de,https://c7.staticflickr.com/3/2598/3742762544_b7d34e5dcd_o.jpg,https://www.flickr.com/photos/athomeinscottsdale/3742762544,0.0,0.429688,0.994141,0.794271,/m/0wgq69z
000219dc8e0607de,https://c7.staticflickr.com/3/2598/3742762544_b7d34e5dcd_o.jpg,https://www.flickr.com/photos/athomeinscottsdale/3742762544,0.748047,0.184896,0.999023,0.808594,/m/0wgq69z
0000253ea4ecbf19,https://c2.staticflickr.com/5/4091/4981992490_11ef957238_o.jpg,https://www.flickr.com/photos/30486689@N08/4981992490,0.416875,0.6225,0.9175,0.930833,/m/0wfrc8w
0000253ea4ecbf19,https://c2.staticflickr.com/5/4091/4981992490_11ef957238_o.jpg,https://www.flickr.com/photos/30486689@N08/4981992490,0.0,0.0,0.395625,0.645,/m/0wfrc8w
0000253ea4ecbf19,https://c2.staticflickr.com/5/4091/4981992490_11ef957238_o.jpg,https://www.flickr.com/photos/30486689@N08/4981992490,0.34875,0.120833,0.71,0.655833,/m/0wfrc8w
0000253ea4ecbf19,https://c2.staticflickr.com/5/4091/4981992490_11ef957238_o.jpg,https://www.flickr.com/photos/30486689@N08/4981992490,0.359375,0.813333,0.4975,0.905,/m/0wfrc8w
0000253ea4ecbf19,https://c2.staticflickr.com/5/4091/4981992490_11ef957238_o.jpg,https://www.flickr.com/photos/30486689@N08/4981992490,0.450625,0.0,0.68875,0.120833,/m/0wfrc8w
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.43,0.354839,0.4725,0.389712,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.506875,0.334786,0.548125,0.367044,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.35375,0.52136,0.531875,0.692241,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.350625,0.408021,0.359375,0.418483,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.06,0.076722,0.9375,0.999128,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.295,0.076722,0.563125,0.556234,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.31875,0.070619,0.568125,0.562337,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.06625,0.081081,0.93875,0.999128,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.366875,0.211857,0.5675,0.577158,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.059375,0.168265,0.3325,0.841325,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.5425,0.142982,0.945625,0.755885,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.291875,0.183086,0.348125,0.320837,/m/0wgq6y7
00038a568acc699b,https://c4.staticflickr.com/2/1232/1424360624_7683286dd6_o.jpg,https://www.flickr.com/photos/scottfeldstein/1424360624,0.51125,0.138622,0.5675,0.299041,/m/0wgq6y7
0001e6adc4fbab0c,https://c5.staticflickr.com/4/3707/14080324257_059bc6444d_o.jpg,https://www.flickr.com/photos/cfaobam/14080324257,0.511875,0.162289,0.71375,0.559099,/m/0wfrc8w
00003223e04e2e66,https://farm7.staticflickr.com/4052/4241923013_b7c09bd53b_o.jpg,https://www.flickr.com/photos/atelier_flir/4241923013,0.486667,0.61125,0.625,0.814375,/m/0wgq6y7
00003223e04e2e66,https://farm7.staticflickr.com/4052/4241923013_b7c09bd53b_o.jpg,https://www.flickr.com/photos/atelier_flir/4241923013,0.0,0.0,0.999167,0.7725,/m/0wgq6y7
00003223e04e2e66,https://farm7.staticflickr.com/4052/4241923013_b7c09bd53b_o.jpg,https://www.flickr.com/photos/atelier_flir/4241923013,0.519167,0.754375,0.5575,0.81375,/m/0wgq6y7
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.226875,0.281426,0.393125,0.786116,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.7375,0.187617,0.8825,0.578799,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.225625,0.446529,0.401875,0.780488,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.376875,0.203565,0.48125,0.325516,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.481875,0.188555,0.59375,0.322702,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.60125,0.181051,0.718125,0.313321,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.726875,0.177298,0.844375,0.298311,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.843125,0.168856,0.974375,0.288931,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.980625,0.150094,0.999375,0.282364,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.110625,0.363039,0.161875,0.603189,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.170625,0.379925,0.225625,0.591932,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.218125,0.295497,0.364375,0.776735,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.594375,0.242964,0.755,0.561914,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.734375,0.141651,0.893125,0.661351,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.873125,0.395872,0.905,0.430582,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.97,0.395872,0.998125,0.430582,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.10875,0.366792,0.16,0.611632,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.1725,0.377111,0.22375,0.58818,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.59125,0.245779,0.755625,0.569418,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.735,0.144465,0.89625,0.661351,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.870625,0.390244,0.905625,0.447467,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.966875,0.388368,0.9925,0.432458,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.11125,0.397749,0.15625,0.591932,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.1725,0.394934,0.226875,0.593809,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.2175,0.368668,0.36375,0.76454,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.594375,0.330206,0.753125,0.56848,/m/0wgq69z
00057646197948cb,https://c4.staticflickr.com/1/24/65609808_f2934911b4_o.jpg,https://www.flickr.com/photos/gmarziou/65609808,0.5975,0.473734,0.75125,0.584428,/m/0wgq69z
0004a070b3d0c2dd,https://c6.staticflickr.com/9/8585/15818803724_99809c7c9b_o.jpg,https://www.flickr.com/photos/texaus1/15818803724,0.383125,0.475556,0.40625,0.522222,/m/0wgq355
0004a070b3d0c2dd,https://c6.staticflickr.com/9/8585/15818803724_99809c7c9b_o.jpg,https://www.flickr.com/photos/texaus1/15818803724,0.435,0.753333,0.461875,0.862222,/m/0wgq355
0004a070b3d0c2dd,https://c6.staticflickr.com/9/8585/15818803724_99809c7c9b_o.jpg,https://www.flickr.com/photos/texaus1/15818803724,0.580625,0.796667,0.610625,0.921111,/m/0wgq355
0004a070b3d0c2dd,https://c6.staticflickr.com/9/8585/15818803724_99809c7c9b_o.jpg,https://www.flickr.com/photos/texaus1/15818803724,0.280625,0.234444,0.43,0.486667,/m/0wgq355
